GeneId	Chr	Start	End	Intron_Start	Intron_End	Log2TPMRatio	TPM_1	TPM_2	minusLog10PValue	PValue	RValue_1	RValue_2
SCML1	chrX	17755569	17773108	17755801	17762190	-1.47775	0.228478	0.636341	5.29646	5.05295e-06	-0.695394	-1.03717
BEND2	chrX	18181051	18239024	18232032	18234640	-2.55352	0.000156523	0.000918891	3.20905	0.000617952	-1.52612	0.102404
ADGRG2	chrX	19007425	19140755	19009167	19013013	3.48926	0.00719454	0.000640663	10.0394	9.1332e-11	-0.974789	-0.505166
ADGRG2	chrX	19007425	19140755	19014271	19017113	2.86207	0.00764117	0.00105097	7.66355	2.16996e-08	-0.997149	-0.569601
ADGRG2	chrX	19007425	19140755	19017398	19017978	1.81683	0.00507837	0.00144146	2.44215	0.00361285	-1.28738	-0.947947
ADGRG2	chrX	19007425	19140755	19018079	19020963	2.36436	0.0074618	0.00144911	6.92504	1.1884e-07	-0.751671	-1.71976
ADGRG2	chrX	19007425	19140755	19021233	19022875	3.51541	0.00781676	0.000683572	8.70243	1.98415e-09	-1.47731	-0.972293
ADGRG2	chrX	19007425	19140755	19022998	19024119	3.24159	0.00834862	0.000882669	7.65714	2.20223e-08	-1.31714	-0.651718
ADGRG2	chrX	19007425	19140755	19026242	19027743	3.35793	0.00993574	0.000969084	7.1062	7.83063e-08	-0.796269	0.102827
ADGRG2	chrX	19007425	19140755	19027901	19028730	2.23323	0.00826335	0.00175747	4.58185	2.61907e-05	-1.55756	-0.767163
ADGRG2	chrX	19007425	19140755	19037784	19039221	3.41906	0.00380365	0.0003556	5.24186	5.72982e-06	-1.98014	0.435152
ADGRG2	chrX	19007425	19140755	19042067	19045336	2.1767	0.00166418	0.000368085	2.28274	0.00521501	-0.714425	-3.96452
ADGRG2	chrX	19007425	19140755	19045393	19046300	4.26715	0.00192549	0.0001	2.41881	0.00381228	-0.594896	-3.82539
ADGRG2	chrX	19007425	19140755	19046357	19049101	3.47056	0.00226546	0.000204368	5.34366	4.53256e-06	-0.89036	0.870566
ADGRG2	chrX	19007425	19140755	19049156	19051730	2.61159	0.0026172	0.000428225	3.895	0.000127349	-2.06284	0.3045
ADGRG2	chrX	19007425	19140755	19051773	19054059	3.60305	0.00320609	0.000263846	6.90485	1.24493e-07	-1.10202	0.623564
ADGRG2	chrX	19007425	19140755	19058343	19086834	3.67076	0.0126595	0.00099405	15.3287	4.69125e-16	-0.404001	0
ADGRG2	chrX	19007425	19140755	19086954	19100819	2.8611	0.00460746	0.000634139	7.6198	2.39993e-08	-1.60355	-0.905109
LOC729609	chrX	20004935	20007897	20005469	20007803	2.11444	0.0315738	0.00729148	14.878	1.32424e-15	-0.955005	-1.17431
PTCHD1	chrX	23352985	23414918	23353344	23397707	-1.45365	0.000367562	0.00100675	3.58321	0.000261092	0.0951743	0.00531727
PTCHD1	chrX	23352985	23414918	23398369	23410647	-2.36463	0.000233296	0.00120152	5.86089	1.37755e-06	-0.0871078	-0.817767
APOO	chrX	23851465	23926057	23851730	23858429	-0.860839	16.0958	29.2315	17.6869	2.05628e-18	-0.0205011	-0.00623751
CXorf58	chrX	23926123	23957624	23945488	23953312	1.46787	0.00422556	0.00152761	6.73698	1.83242e-07	-1.76658	-0.496563
CXorf58	chrX	23926123	23957624	23953543	23956663	1.12756	0.00230519	0.00105506	2.55422	0.00279112	-1.18332	0.0463159
PCYT1B	chrX	24576204	24690979	24665456	24690686	-0.939573	0.000232833	0.000446564	2.30386	0.0049675	-3.38936	0.0253616
POLA1	chrX	24712064	25015102	24767110	24828014	-0.8681	0.687568	1.25499	14.6664	2.15557e-15	-0.841895	-0.174553
IL1RAPL1	chrX	28605681	29974017	29417426	29592394	5.60681	0.00968539	0.000198747	10.246	5.67496e-11	3.1612e-05	0.379498
DMD	chrX	31137345	33357726	31341776	31366672	5.06384	0.00862445	0.000257847	10.0166	9.62423e-11	-8.9975	0.272938
DMD	chrX	31137345	33357726	31462745	31496222	5.13889	0.0120959	0.000343304	8.26912	5.38117e-09	-7.86815	0.149457
DMD	chrX	31137345	33357726	31497221	31514904	5.56384	0.00869269	0.000183768	9.96678	1.07949e-10	-8.22542	0.561638
DMD	chrX	31137345	33357726	31526416	31645789	5.20024	0.0247653	0.000673619	14.1699	6.7628e-15	-1.30652	0
DMD	chrX	31137345	33357726	31697704	31747747	4.35403	0.00462799	0.000226307	10.6646	2.16449e-11	-9.37814	0.0842539
DMD	chrX	31137345	33357726	31747866	31792076	3.70647	0.0066535	0.000509672	9.40758	3.91221e-10	-9.301	-0.978749
DMD	chrX	31137345	33357726	31792310	31838091	4.678	0.00604612	0.000236188	7.06915	8.52815e-08	-8.90415	-0.973611
DMD	chrX	31137345	33357726	31893491	31947712	-0.526143	0.000521087	0.000750404	2.58975	0.00257187	-2.81154	0
DMD	chrX	31137345	33357726	32173587	32235032	1.16413	0.000448769	0.000200256	2.10575	0.00783875	0.0356243	0.0760625
DMD	chrX	31137345	33357726	32235181	32305645	1.55537	0.00128949	0.000438737	9.10915	7.7776e-10	-1.98887	0
DMD	chrX	31137345	33357726	32328394	32360216	1.89888	0.000753985	0.000202182	4.37951	4.17341e-05	-3.7645	0.628225
DMD	chrX	31137345	33357726	32472950	32481555	-0.988362	0.000103942	0.000206213	2.10934	0.00777435	-7.0162	0.683092
DMD	chrX	31137345	33357726	32519960	32536124	-1.15151	0.000140905	0.000313016	2.93491	0.00116169	-3.7474	0.201171
DMD	chrX	31137345	33357726	33038318	33146179	0.830609	0.00528391	0.0029711	6.37674	4.20007e-07	0	-0.588134
DMD	chrX	31137345	33357726	33229674	33357375	-0.586591	0.000458655	0.00068876	3.70112	0.000199012	-0.912305	0
CFAP47	chrX	35937851	36403434	35944286	35959399	0.983576	0.00142189	0.000719084	3.01014	0.000976919	0.00495794	-0.602279
CFAP47	chrX	35937851	36403434	36167341	36177542	-0.955389	0.000133407	0.000258689	2.42597	0.00375002	1.4735	0.348791
CFAP47	chrX	35937851	36403434	36178887	36197461	0.632778	0.0027754	0.00178995	4.4623	3.44908e-05	0	0
CFAP47	chrX	35937851	36403434	36223228	36246744	-1.14785	0.000110932	0.000245806	3.5818	0.000261938	2.00418	0.314515
CFAP47	chrX	35937851	36403434	36386213	36397464	-0.61771	0.0190719	0.0292647	4.98969	1.02403e-05	0.000369047	0
RP11-87M18.2	chrX	36383741	36458375	36386213	36397464	-0.61771	0.0190719	0.0292647	4.98969	1.02403e-05	0.000369047	0
RP11-87M18.2	chrX	36383741	36458375	36447156	36449142	3.09144	0.00337978	0.000396527	4.73812	1.82761e-05	0.0135985	0.348919
PRRG1	chrX	37208528	37316548	37208723	37245851	-1.19481	0.000101786	0.000233003	2.31565	0.00483443	3.02029	0.518732
SYTL5	chrX	37865835	37988073	37893262	37913465	-0.870129	0.000138036	0.000252306	2.11021	0.00775872	-1.00575	0.208846
SRPX	chrX	38008588	38080177	38033605	38037537	-1.85073	0.000145159	0.000523562	3.55545	0.000278324	1.53657	-0.553457
SRPX	chrX	38008588	38080177	38037598	38079948	-1.42865	0.000136567	0.00036763	5.924	1.19124e-06	0.820536	-2.88465
RPGR	chrX	38128423	38186788	38146499	38147113	-2.62753	0.487395	3.01195	18.532	2.93754e-19	-0.762956	-0.637799
LINC01281	chrX	39164210	39186616	39167155	39181022	2.89219	0.00265702	0.000357897	6.97761	1.0529e-07	-0.670157	0.297384
LINC01281	chrX	39164210	39186616	39181185	39186476	3.32842	0.00146247	0.00014559	5.66467	2.16437e-06	-2.21782	1.56243
NYX	chrX	41306713	41334905	41307180	41332743	-1.12813	0.00104675	0.00228795	3.05786	0.000875257	-0.527603	-1.02698
CASK	chrX	41374189	41782287	41481888	41485856	3.33642	0.0159602	0.00158006	10.4425	3.61014e-11	-2.13599	0.0135907
GPR82	chrX	41583408	41589388	41583543	41586025	1.6477	0.0248304	0.00792458	7.00074	9.98303e-08	-0.954316	-1.10962
MAOA	chrX	43514155	43606071	43517218	43542760	1.23968	0.00137844	0.000583722	6.47255	3.3686e-07	0	0.0277263
MAOB	chrX	43625857	43741721	43662652	43698113	-0.893642	0.000113095	0.000210115	2.70368	0.00197843	-3.88356	0.375481
MAOB	chrX	43625857	43741721	43703011	43741499	-0.800194	0.000115448	0.000201034	4.04236	9.07074e-05	-4.71898	0.281584
EFHC2	chrX	44007128	44202923	44132083	44171813	-4.63036	0.000859429	0.0212857	9.08823	8.16146e-10	-4.03246	-0.543858
CXorf36	chrX	45007618	45060146	45011238	45013154	-1.58191	0.00477086	0.0142824	2.50004	0.00316201	-1.05467	-0.94056
CXorf36	chrX	45007618	45060146	45023495	45050995	-0.894542	0.000164054	0.00030498	2.69207	0.00203205	-0.87029	-0.905416
CXorf36	chrX	45007618	45060146	45051261	45059838	-1.30498	0.000154372	0.000381424	2.04834	0.00894666	1.1115	-1.02269
CHST7	chrX	46433122	46457931	46434859	46457194	0.617222	0.0403423	0.0263002	3.22247	0.000599141	-0.574828	-0.983283
LINC01545	chrX	46746854	46759139	46747128	46749727	-0.421362	0.0111789	0.0149706	2.08778	0.00817001	-2.37203	-0.773859
RGN	chrX	46937754	46952713	46938109	46939715	-0.968512	0.00261375	0.00511464	2.55631	0.00277774	-0.93849	-1.563
RGN	chrX	46937754	46952713	46940336	46940528	-1.06772	0.0106755	0.0223771	2.59934	0.00251572	-0.53126	-0.781334
UBA1	chrX	47050199	47074527	47053424	47058201	0.517983	2.94238	2.0548	6.37674	4.20007e-07	-0.467313	-0.630345
ARAF	chrX	47420499	47431320	47420651	47422307	0.724613	1.3681	0.827918	6.09997	7.94391e-07	-0.458292	-1.64639
SYN1	chrX	47431300	47479256	47442936	47444334	3.10906	0.03356	0.00388957	5.33504	4.62336e-06	-0.220389	-1.27884
SYN1	chrX	47431300	47479256	47444415	47444603	2.06635	0.107953	0.0257752	3.43341	0.000368628	-0.0721562	-0.282282
SYN1	chrX	47431300	47479256	47444731	47444941	2.04246	0.122028	0.0296224	3.05399	0.000883108	-0.0639877	-0.248442
SYN1	chrX	47431300	47479256	47445067	47445919	2.33943	0.0964906	0.0190654	5.6255	2.36862e-06	-0.0805965	-0.370237
SPACA5#1	chrX	47863734	47869126	47867346	47867773	1.93339	0.0492543	0.0128954	5.37332	4.23336e-06	-1.11503	-0.684634
SPACA5B#1	chrX	47867170	47869126	47867346	47867773	1.93339	0.0492543	0.0128954	5.37332	4.23336e-06	-1.17281	-0.760187
ZNF630	chrX	47917567	47931025	47930509	47930633	2.89725	0.130129	0.0174668	7.4221	3.78354e-08	-0.693168	-1.35853
SPACA5#2	chrX	47986603	47991995	47986685	47989983	2.50509	0.0251225	0.00442543	15.2125	6.13065e-16	-1.04207	-0.762004
SPACA5#2	chrX	47986603	47991995	47990215	47990642	1.99044	0.0498124	0.0125359	5.39962	3.98457e-06	-1.09117	-0.700184
SPACA5B#2	chrX	47990039	47991995	47990215	47990642	1.99044	0.0498124	0.0125359	5.39962	3.98457e-06	-1.15521	-0.777036
SSX4B#1	chrX	48242957	48252785	48244118	48244793	-4.46217	0.000133859	0.00295049	2.10934	0.00777435	1.88275	-0.47629
SSX4#1	chrX	48242968	48252785	48244118	48244793	-4.46217	0.000133859	0.00295049	2.10934	0.00777435	1.88275	-0.47629
FTSJ1	chrX	48334409	48344752	48335057	48336348	-1.15497	0.449351	1.00061	11.9975	1.00569e-12	-0.708392	-0.719271
SUV39H1	chrX	48553945	48567406	48554263	48555123	2.44498	0.00390739	0.000717587	3.61942	0.000240206	-0.992159	-1.63025
GLOD5	chrX	48620154	48632064	48620258	48624239	2.11395	0.00578338	0.00133604	2.63254	0.00233057	-0.624561	-0.702077
GLOD5	chrX	48620154	48632064	48629499	48631725	2.37649	0.00566724	0.00109138	3.10582	0.000783752	-1.30097	-0.57395
GATA1	chrX	48644982	48652717	48651705	48652199	2.89263	0.0312105	0.00420273	6.83028	1.47816e-07	-1.41258	0.0179102
CCDC120	chrX	48910961	48927510	48922196	48922566	0.470329	0.254523	0.183715	2.313	0.00486406	-0.892765	-1.26379
WDR45	chrX	48932092	48958059	48957493	48957987	1.16348	0.0703059	0.0313869	7.26996	5.37085e-08	-0.337783	-0.43348
MAGIX	chrX	49019181	49024495	49020268	49021044	2.47594	0.0311526	0.00559967	8.80981	1.54949e-09	-0.303399	0.0105348
CACNA1F	chrX	49061523	49089833	49087770	49088139	1.73625	0.478021	0.143478	11.9975	1.00569e-12	-0.784988	-0.878229
FOXP3	chrX	49106897	49121288	49108227	49109586	0.800145	0.117522	0.0674917	3.70112	0.000199012	-1.48993	-0.986965
PPP1R3F	chrX	49126306	49144555	49127337	49137868	0.806567	0.293247	0.167661	4.48935	3.24079e-05	-0.47231	-0.481886
GAGE8#2	chrX	49216659	49304144	49223954	49226137	-2.68426	0.000178782	0.00114912	2.04847	0.00894405	1.13828	0.10111
GAGE8#2	chrX	49216659	49304144	49227961	49230798	-2.94187	0.000108554	0.000834138	2.10934	0.00777435	3.3037	0.141213
GAGE8#2	chrX	49216659	49304144	49237498	49240333	-2.54858	0.000108562	0.000635153	2.10934	0.00777435	3.30278	0.188455
GAGE2E#4	chrX	49216659	49304144	49223954	49226137	-2.68426	0.000178782	0.00114912	2.04847	0.00894405	1.13828	0.10111
GAGE2E#4	chrX	49216659	49304144	49227961	49230798	-2.94187	0.000108554	0.000834138	2.10934	0.00777435	3.3037	0.141213
GAGE2E#4	chrX	49216659	49304144	49237498	49240333	-2.54858	0.000108562	0.000635153	2.10934	0.00777435	3.30278	0.188455
GAGE2D#2	chrX	49226138	49233481	49227961	49230798	-2.94187	0.000108554	0.000834138	2.10934	0.00777435	-2.06365	0.141213
GAGE2B	chrX	49235708	49242997	49237498	49240333	-2.6595	0.000109134	0.000689523	2.10934	0.00777435	3.23727	0.172668
LINC01284	chrX	50838682	50914232	50851820	50914159	2.27048	0.024872	0.00515498	2.55178	0.00280686	-0.867452	-2.32862
XAGE1E#1	chrX	52238810	52243953	52239372	52240457	-3.07496	0.000252423	0.00212708	2.81838	0.00151924	-0.528877	-1.33057
XAGE1B#1	chrX	52238810	52243953	52239372	52240457	-3.07496	0.000252423	0.00212708	2.81838	0.00151924	-0.138676	-1.29002
XAGE1E#2	chrX	52255220	52260363	52258716	52259801	-2.58403	0.000252423	0.00151356	2.78665	0.00163437	0.70486	-0.795246
XAGE1B#2	chrX	52255220	52260363	52258716	52259801	-2.58403	0.000252423	0.00151356	2.78665	0.00163437	0.70486	-0.795246
XAGE1E#3	chrX	52511761	52516904	52512323	52513408	-2.96699	0.000252423	0.0019737	2.81838	0.00151924	-0.528877	-1.39658
XAGE1B#3	chrX	52511761	52516904	52512323	52513408	-2.96699	0.000252423	0.0019737	2.81838	0.00151924	-0.138676	-1.35481
XAGE1E#4	chrX	52528160	52533303	52531656	52532741	-2.8268	0.000329854	0.00234031	2.81838	0.00151924	0.505882	-0.986416
XAGE1B#4	chrX	52528160	52533303	52531656	52532741	-2.8268	0.000329854	0.00234031	2.81838	0.00151924	0.505882	-0.986416
XAGE1E#5	chrX	52541054	52546197	52544550	52545635	-2.69096	0.000329854	0.00213001	2.78665	0.00163437	0.505882	-0.606488
XAGE1B#5	chrX	52541054	52546197	52544550	52545635	-2.69096	0.000329854	0.00213001	2.78665	0.00163437	0.505882	-0.606488
SSX2#1	chrX	52725946	52736277	52729629	52731630	-1.82296	0.000564768	0.00199818	2.63972	0.00229234	0.24378	-0.247362
SSX2#1	chrX	52725946	52736277	52733643	52734177	-3.64555	0.000210098	0.00262931	2.10934	0.00777435	-2.24407	0.0433204
SSX2#1	chrX	52725946	52736277	52734293	52734730	-2.89597	0.000342217	0.00254727	2.04847	0.00894405	0.484156	0.0447375
SSX2#1	chrX	52725946	52736277	52734820	52736161	-3.3628	0.000169847	0.00174728	2.10934	0.00777435	1.23244	0.0656926
SSX2B#1	chrX	52725946	52736276	52729629	52731630	-1.82296	0.000564768	0.00199818	2.63972	0.00229234	0.24378	-0.247362
SSX2B#1	chrX	52725946	52736276	52733643	52734177	-3.64555	0.000210098	0.00262931	2.10934	0.00777435	-2.24407	0.0433204
SSX2B#1	chrX	52725946	52736276	52734293	52734730	-2.89597	0.000342217	0.00254727	2.04847	0.00894405	0.484156	0.0447375
SSX2B#1	chrX	52725946	52736276	52734820	52736161	-3.3628	0.000169847	0.00174728	2.10934	0.00777435	1.23244	0.0656926
SSX2#2	chrX	52780280	52790617	52782380	52782914	-3.64555	0.000210098	0.00262931	2.10934	0.00777435	0.900662	0.0433204
SSX2B#2	chrX	52780281	52790617	52782380	52782914	-3.64555	0.000210098	0.00262931	2.10934	0.00777435	0.900662	0.0433204
FAM156A#1	chrX	52926322	52937585	52926436	52928084	2.55851	3.2998	0.560144	15.8262	1.49227e-16	-0.244164	-0.422906
FAM156A#2	chrX	52976464	53024651	52985954	52986285	2.62057	4.19879	0.682736	16.8788	1.32189e-17	-0.960596	-1.1596
KDM5C	chrX	53220503	53254604	53222515	53222618	-0.958331	2.28605	4.44194	9.01195	9.7286e-10	-1.00516	-0.817724
HUWE1	chrX	53559057	53713674	53560373	53560967	0.562968	2.67975	1.81394	5.76743	1.70832e-06	-0.882114	-1.01475
FGD1	chrX	54471887	54522599	54472848	54473743	-0.567887	0.993793	1.47315	10.3148	4.84417e-11	-0.828712	-0.875003
ITIH6	chrX	54775332	54824673	54786361	54800513	1.16809	0.00920153	0.00409476	10.8981	1.2644e-11	-0.423143	0
MAGED2	chrX	54834032	54842448	54835657	54835735	1.61665	0.33933	0.110653	5.21894	6.04031e-06	-0.535683	-0.599433
TRO	chrX	54946996	54957866	54957465	54957636	1.49411	0.0826215	0.0293307	4.9692	1.0735e-05	-1.45111	-0.865829
PFKFB1	chrX	54959567	55024967	55020512	55024838	2.00924	0.0014993	0.000372432	4.18263	6.56703e-05	-1.09911	0.302134
ALAS2	chrX	55035488	55057497	55040082	55041179	2.43266	0.0143238	0.00265311	6.28958	5.13357e-07	-4.00164	-0.973225
VSIG4	chrX	65241580	65259967	65244972	65247290	2.63697	0.00166115	0.000267056	2.1006	0.0079323	-2.2022	0.614219
VSIG4	chrX	65241580	65259967	65253673	65259785	2.22835	0.0012297	0.000262422	3.91324	0.000122112	-2.31645	0.566211
HEPH	chrX	65382391	65487230	65393644	65408200	1.2606	0.00860683	0.00359224	14.2658	5.42241e-15	-0.0628115	0
HEPH	chrX	65382391	65487230	65428089	65474876	0.875417	0.000917377	0.000500059	4.14973	7.08381e-05	-1.68216	0.0176997
EDA2R	chrX	65815482	65859140	65819938	65822474	5.64233	0.0451413	0.000903781	6.57649	2.65161e-07	-1.66128	0.10418
AR	chrX	66763874	66950461	66788865	66863097	0.55405	0.000762738	0.000519505	2.2074	0.00620301	0.00100928	0
OPHN1	chrX	67262186	67653299	67284020	67292993	-0.524228	0.0308446	0.0443596	5.8987	1.26269e-06	-0.158977	-0.0889798
OPHN1	chrX	67262186	67653299	67433815	67454328	0.624761	0.00315008	0.00204292	2.62806	0.00235474	-0.667891	-1.12739
OPHN1	chrX	67262186	67653299	67454431	67494579	0.494007	0.000856162	0.000607918	2.2248	0.00595937	-0.969046	-1.30211
STARD8	chrX	67867511	67945684	67867770	67885340	0.830804	0.00238371	0.00134016	2.34433	0.00452559	-0.474604	-0.220871
EDA	chrX	68835911	69259321	68890138	69080687	0.659284	0.00138392	0.00087629	5.44901	3.5562e-06	-0.503085	-2.25977
IGBP1	chrX	69353318	69386173	69353391	69353572	-1.87351	0.106305	0.389528	7.74003	1.81956e-08	-1.16326	-0.944618
DGAT2L6	chrX	69397333	69425553	69397518	69419120	2.8262	0.00442689	0.000624205	9.20485	6.23952e-10	-0.0566884	-1.05799
AWAT1	chrX	69454505	69460511	69454622	69455565	2.88687	0.0123035	0.00166339	6.06103	8.68895e-07	-1.07892	-0.855448
AWAT1	chrX	69454505	69460511	69455990	69456893	3.23494	0.0096028	0.00101996	6.39263	4.04917e-07	-2.00132	-0.866245
AWAT1	chrX	69454505	69460511	69458234	69459584	4.28178	0.00877957	0.000451367	8.16846	6.78479e-09	-0.971727	-2.17599
AWAT1	chrX	69454505	69460511	69459785	69459985	4.80074	0.0115976	0.000416103	2.79038	0.00162039	-1.00603	-0.623862
ARR3	chrX	69488185	69501690	69497380	69497565	2.47961	0.115318	0.0206756	6.7672	1.70924e-07	-0.862791	-0.988628
