GeneId	Chr	Start	End	Intron_Start	Intron_End	Log2TPMRatio	TPM_1	TPM_2	minusLog10PValue	PValue	RValue_1	RValue_2
ANOS1	chrX	8496915	8700227	8504984	8507704	3.12023	0.00268721	0.000309043	3.74614	0.000179417	-0.104357	0.465226
ANOS1	chrX	8496915	8700227	8507800	8521992	2.99954	0.010728	0.00134143	4.02536	9.43273e-05	-1.00102	-0.751129
GPR143	chrX	9693453	9734005	9693881	9707524	-0.510824	0.040195	0.0572724	2.76449	0.00171993	-0.71219	-0.712874
GPR143	chrX	9693453	9734005	9707760	9709377	-0.738928	0.028787	0.0480437	2.43015	0.00371406	-1.42952	-0.898759
SHROOM2	chrX	9754496	9917481	9754751	9841691	-0.176994	0.00508968	0.00575402	2.5254	0.00298265	0	0
MID1	chrX	10413350	10851809	10645780	10851672	0.698517	0.000849215	0.000523291	3.43485	0.000367407	-0.208552	0.000739771
ARHGAP6	chrX	11155663	11683821	11318882	11445667	1.36182	0.00105522	0.000410577	2.33685	0.00460417	-0.682092	0.00822903
MSL3	chrX	11776278	11793872	11776893	11777734	-0.914255	0.0697304	0.131413	4.26971	5.37386e-05	-0.826141	-0.977878
FRMPD4	chrX	12156585	12742642	12516916	12627839	-0.766139	0.000331601	0.000563957	3.7731	0.000168618	-1.41817	0.00280776
FRMPD4	chrX	12156585	12742642	12633001	12692981	-1.03456	0.000237405	0.000486322	3.48239	0.000329314	0.145294	0.0152768
FRMPD4	chrX	12156585	12742642	12712574	12719992	-1.11649	0.000138591	0.000300493	2.75655	0.00175165	-1.80732	0.339222
EGFL6	chrX	13587694	13651694	13626566	13635848	2.38	0.00939274	0.00180443	12.6191	2.40384e-13	0	-0.459929
TCEANC	chrX	13671225	13683527	13671432	13673407	0.902062	0.0346649	0.0185499	4.73182	1.85432e-05	-1.211	-0.923443
GPM6B	chrX	13789062	13956831	13791150	13792092	1.85162	0.45015	0.124728	11.2732	5.33068e-12	-0.924245	-0.834299
GPM6B	chrX	13789062	13956831	13792744	13794356	1.90706	0.720309	0.192059	11.1252	7.49529e-12	-0.816336	-0.739997
GLRA2	chrX	14547420	14749933	14550495	14592454	1.45536	0.000820836	0.00029933	4.22621	5.94007e-05	-0.435984	0.0222581
GLRA2	chrX	14547420	14749933	14592682	14599304	1.39797	0.000365135	0.000138555	2.02601	0.00941871	0.287978	1.59193
GLRA2	chrX	14547420	14749933	14599529	14622436	1.32989	0.000408561	0.000162525	3.9682	0.000107596	-0.631227	0.723833
GLRA2	chrX	14547420	14749933	14622520	14625252	1.81559	0.0017485	0.000496729	2.17247	0.00672245	-2.06898	0.220392
GLRA2	chrX	14547420	14749933	14627328	14708831	1.93588	0.00455011	0.00118923	12.4622	3.44967e-13	-0.388637	0
ASB9	chrX	15262109	15288589	15277068	15287902	-1.62451	0.000224086	0.000690942	3.73511	0.000184031	-1.91142	0.0632328
ASB11	chrX	15299831	15333746	15307761	15311291	-1.64619	0.000432142	0.00135263	3.76981	0.000169901	-0.856696	-1.85534
BMX	chrX	15518900	15574652	15561259	15564925	-1.09159	0.000174621	0.000372133	2.12481	0.00750219	-5.17102	0.356528
ACE2	chrX	15579156	15620192	15610446	15612967	-2.03701	0.000149859	0.00061501	2.19045	0.00644979	-3.60147	0.195064
CA5BP1	chrX	15693039	15721474	15693080	15693812	0.858754	0.387267	0.21355	5.02086	9.53095e-06	-0.926485	-0.720287
S100G	chrX	16668281	16672791	16668327	16669121	4.86703	0.00525914	0.000180216	4.24028	5.75064e-05	-2.62507	1.10265
S100G	chrX	16668281	16672791	16669265	16672527	2.91538	0.00896907	0.00118886	10.1165	7.64716e-11	-0.409884	0.0596443
REPS2	chrX	16964814	17171403	16965258	17024343	0.851222	0.00188421	0.00104445	3.8833	0.000130826	-0.864071	-2.54614
SCML1	chrX	17755569	17773108	17755801	17762190	-3.85364	0.044018	0.636341	11.6934	2.02559e-12	-0.816346	-1.03717
BEND2	chrX	18181051	18239024	18183344	18189056	2.1963	0.00130343	0.000284404	2.23295	0.00584855	-4.61315	0.0455447
BEND2	chrX	18181051	18239024	18213563	18219934	1.00656	0.00137753	0.000685639	2.14601	0.00714475	-4.96431	0.0883776
ADGRG2	chrX	19007425	19140755	19009167	19013013	3.59552	0.0077444	0.000640663	10.3167	4.82327e-11	-0.976881	-0.505166
ADGRG2	chrX	19007425	19140755	19014271	19017113	2.80786	0.00735939	0.00105097	8.37978	4.17079e-09	-1.37077	-0.569601
ADGRG2	chrX	19007425	19140755	19017398	19017978	1.79835	0.00501373	0.00144146	2.2453	0.00568458	-1.82351	-0.947947
ADGRG2	chrX	19007425	19140755	19018079	19020963	2.53369	0.00839111	0.00144911	9.17251	6.72185e-10	-0.805581	-1.71976
ADGRG2	chrX	19007425	19140755	19021233	19022875	3.6654	0.00867322	0.000683572	8.47263	3.368e-09	-1.30853	-0.972293
ADGRG2	chrX	19007425	19140755	19022998	19024119	3.36274	0.00907995	0.000882669	6.9306	1.17327e-07	-0.884764	-0.651718
ADGRG2	chrX	19007425	19140755	19024224	19024337	3.65435	0.016813	0.0013353	2.24063	0.00574606	-0.898459	-0.824951
ADGRG2	chrX	19007425	19140755	19026242	19027743	3.22027	0.0090315	0.000969084	6.93596	1.15887e-07	-1.02985	0.102827
ADGRG2	chrX	19007425	19140755	19027901	19028730	2.23725	0.00828644	0.00175747	3.80831	0.000155485	-1.47202	-0.767163
ADGRG2	chrX	19007425	19140755	19037784	19039221	3.26735	0.00342399	0.0003556	4.17498	6.68373e-05	-1.6632	0.435152
ADGRG2	chrX	19007425	19140755	19046357	19049101	3.52828	0.00235793	0.000204368	5.47229	3.37066e-06	-1.68032	0.870566
ADGRG2	chrX	19007425	19140755	19049156	19051730	2.58621	0.00257158	0.000428225	4.92245	1.19551e-05	-2.42818	0.3045
ADGRG2	chrX	19007425	19140755	19051773	19054059	3.71124	0.00345576	0.000263846	6.48032	3.30886e-07	-1.96495	0.623564
ADGRG2	chrX	19007425	19140755	19058343	19086834	3.87077	0.0145421	0.00099405	12.3375	4.59778e-13	-0.667095	0
ADGRG2	chrX	19007425	19140755	19086954	19100819	3.09448	0.00541645	0.000634139	9.85955	1.38182e-10	-1.84635	-0.905109
MAP3K15	chrX	19378176	19533379	19482525	19504599	0.443805	0.00324109	0.00238283	2.19377	0.0064007	-0.920314	-1.59844
LOC729609	chrX	20004935	20007897	20005469	20007803	1.98403	0.0288448	0.00729148	11.0957	8.02174e-12	-0.983676	-1.17431
PTCHD1	chrX	23352985	23414918	23398369	23410647	-1.49626	0.000425904	0.00120152	4.82772	1.4869e-05	-1.74095	-0.817767
APOO	chrX	23851465	23926057	23851730	23858429	-0.826752	16.4806	29.2315	12.3686	4.27972e-13	-0.0177098	-0.00623751
CXorf58	chrX	23926123	23957624	23945488	23953312	1.7557	0.00515858	0.00152761	7.83744	1.454e-08	-1.52752	-0.496563
CXorf58	chrX	23926123	23957624	23953543	23956663	1.23901	0.00249033	0.00105506	2.46316	0.00344219	-1.61542	0.0463159
POLA1	chrX	24712064	25015102	24767110	24828014	-0.847994	0.697218	1.25499	11.8144	1.5333e-12	-0.917122	-0.174553
IL1RAPL1	chrX	28605681	29974017	29417426	29592394	4.35138	0.00405691	0.000198747	8.46665	3.41467e-09	0.00211339	0.379498
MAGEB1	chrX	30261848	30270155	30265590	30268550	-1.44987	0.000124913	0.000341239	2.20975	0.00616944	2.2261	0.393617
DMD	chrX	31137345	33357726	31341776	31366672	3.3953	0.00271299	0.000257847	2.83216	0.00147178	-9.28567	0.272938
DMD	chrX	31137345	33357726	31462745	31496222	3.83986	0.00491579	0.000343304	4.08713	8.18211e-05	-7.71779	0.149457
DMD	chrX	31137345	33357726	31497221	31514904	4.1303	0.00321821	0.000183768	3.70073	0.000199192	-8.21576	0.561638
DMD	chrX	31137345	33357726	31526416	31645789	3.91825	0.0101842	0.000673619	10.23	5.88803e-11	-1.27289	0
DMD	chrX	31137345	33357726	31697704	31747747	2.66887	0.00143915	0.000226307	4.90966	1.23123e-05	-9.50885	0.0842539
DMD	chrX	31137345	33357726	31747866	31792076	2.08573	0.00216351	0.000509672	3.48328	0.000328638	-9.39018	-0.978749
DMD	chrX	31137345	33357726	31792310	31838091	3.09185	0.00201372	0.000236188	2.37801	0.00418783	-8.99145	-0.973611
DMD	chrX	31137345	33357726	31893491	31947712	-0.377939	0.000577463	0.000750404	2.093	0.00807227	-4.14287	0
DMD	chrX	31137345	33357726	32235181	32305645	1.74537	0.001471	0.000438737	10.6007	2.50771e-11	-3.51302	0
DMD	chrX	31137345	33357726	32328394	32360216	2.40722	0.00107248	0.000202182	2.10136	0.00791853	-4.56782	0.628225
DMD	chrX	31137345	33357726	32472950	32481555	-0.916528	0.000109248	0.000206213	2.24067	0.00574559	-7.62136	0.683092
DMD	chrX	31137345	33357726	32519960	32536124	-0.781493	0.000182102	0.000313016	2.53647	0.00290757	-7.32497	0.201171
DMD	chrX	31137345	33357726	32536249	32563275	-0.173173	0.000209098	0.000235765	3.64268	0.000227676	-6.39404	0.26728
DMD	chrX	31137345	33357726	33038318	33146179	1.09797	0.00635974	0.0029711	6.28784	5.1542e-07	-2.27087	-0.588134
CFAP47	chrX	35937851	36403434	35944286	35959399	1.17976	0.00162901	0.000719084	4.27191	5.34673e-05	0.00633982	-0.602279
CFAP47	chrX	35937851	36403434	36033030	36049369	-0.642603	0.000108771	0.000169807	2.54086	0.0028783	3.13962	0.82681
CFAP47	chrX	35937851	36403434	36057297	36064970	-0.703173	0.000103024	0.000167732	2.23844	0.00577507	4.42077	0.959552
CFAP47	chrX	35937851	36403434	36103656	36116909	-0.947266	0.000101073	0.00019489	2.26732	0.00540357	-1.08171	0.781132
CFAP47	chrX	35937851	36403434	36167341	36177542	-0.738467	0.000155052	0.000258689	2.09074	0.00811456	1.08858	0.348791
CFAP47	chrX	35937851	36403434	36178887	36197461	0.604796	0.00272209	0.00178995	3.71391	0.000193238	0	0
CFAP47	chrX	35937851	36403434	36223228	36246744	-0.848653	0.000136497	0.000245806	2.12251	0.00754203	-1.78324	0.314515
CFAP47	chrX	35937851	36403434	36246942	36254050	0.605111	0.00739415	0.00486107	3.32321	0.000475109	-0.0604812	0
CFAP47	chrX	35937851	36403434	36254977	36269447	-0.735992	0.000103147	0.000171796	2.72181	0.00189754	4.38605	0.869681
CFAP47	chrX	35937851	36403434	36386213	36397464	-0.674192	0.0183397	0.0292647	7.46073	3.46156e-08	0.000421483	0
RP11-87M18.2	chrX	36383741	36458375	36386213	36397464	-0.674192	0.0183397	0.0292647	7.46073	3.46156e-08	0.000421483	0
RP11-87M18.2	chrX	36383741	36458375	36447156	36449142	2.29243	0.00194252	0.000396527	2.12528	0.00749411	0.0444435	0.348919
SYTL5	chrX	37865835	37988073	37935955	37948698	-1.02868	0.000100816	0.00020568	2.26732	0.00540357	5.27621	0.727755
SRPX	chrX	38008588	38080177	38016283	38019269	-1.06914	0.000189389	0.000397375	2.16908	0.00677511	-2.73314	0.297624
SRPX	chrX	38008588	38080177	38033605	38037537	-1.30793	0.000211466	0.000523562	3.37778	0.000419002	-3.41509	-0.553457
RPGR	chrX	38128423	38186788	38146499	38147113	-2.76831	0.442081	3.01195	12.6821	2.0791e-13	-0.735973	-0.637799
OTC	chrX	38211736	38280703	38212027	38226543	-1.24606	0.000138247	0.000327911	3.89375	0.000127717	1.34774	0.210126
OTC	chrX	38211736	38280703	38271253	38280275	-0.239726	0.000175333	0.000207027	3.11212	0.000772472	-2.10676	0.41592
LINC01281	chrX	39164210	39186616	39167155	39181022	3.45798	0.00393291	0.000357897	8.28193	5.22479e-09	-0.304984	0.297384
LINC01281	chrX	39164210	39186616	39181185	39186476	4.25139	0.00277286	0.00014559	8.22063	6.01689e-09	-1.08711	1.56243
LINC01282	chrX	39226539	39251028	39238481	39250867	1.35373	0.000488608	0.000191182	3.12655	0.000747231	-0.692365	0.753475
NYX	chrX	41306713	41334905	41307180	41332743	-0.898682	0.0012272	0.00228795	2.21943	0.00603349	-0.780956	-1.02698
CASK	chrX	41374189	41782287	41481888	41485856	3.36764	0.0163093	0.00158006	12.4322	3.69662e-13	-2.79913	0.0135907
CASK	chrX	41374189	41782287	41530784	41548225	-0.211907	0.341879	0.39597	3.07513	0.000841145	-2.77045	-0.997405
MAOA	chrX	43514155	43606071	43517218	43542760	1.2357	0.00137464	0.000583722	7.3297	4.68055e-08	0.00187534	0.0277263
MAOB	chrX	43625857	43741721	43656514	43661418	-1.15301	0.0001	0.000222378	2.45631	0.00349699	-5.18417	0.696809
MAOB	chrX	43625857	43741721	43662652	43698113	-0.75396	0.000124592	0.000210115	2.44202	0.0036139	-4.43591	0.375481
MAOB	chrX	43625857	43741721	43698252	43702915	-1.49796	0.000153077	0.000432355	3.10978	0.000776644	-3.73397	0.256288
MAOB	chrX	43625857	43741721	43703011	43741499	-0.749349	0.000119589	0.000201034	3.15759	0.000695686	-3.35376	0.281584
NDP	chrX	43808024	43832921	43818099	43832549	-0.886692	0.000106107	0.000196185	2.18125	0.0065879	3.74886	0.774307
EFHC2	chrX	44007128	44202923	44132083	44171813	-4.49427	0.000944451	0.0212857	9.92506	1.18835e-10	-3.59656	-0.543858
CXorf36	chrX	45007618	45060146	45011238	45013154	-0.845998	0.00794565	0.0142824	2.78351	0.00164624	-1.05619	-0.94056
CXorf36	chrX	45007618	45060146	45023495	45050995	-0.855763	0.000168524	0.00030498	3.12977	0.000741709	-0.2633	-0.905416
LOC401585	chrX	45707509	45710920	45708907	45710783	-2.2432	0.0002582	0.00122244	2.46718	0.00341052	-2.80965	0.0809054
CHST7	chrX	46433122	46457931	46434859	46457194	0.803117	0.0458903	0.0263002	6.94191	1.1431e-07	-0.464102	-0.983283
LINC01545	chrX	46746854	46759139	46747128	46749727	-0.570044	0.0100842	0.0149706	3.33904	0.0004581	-1.88673	-0.773859
RGN	chrX	46937754	46952713	46940336	46940528	-1.25636	0.00936704	0.0223771	2.93671	0.00115688	-0.72076	-0.781334
UBA1	chrX	47050199	47074527	47053424	47058201	0.522774	2.95216	2.0548	6.59942	2.51522e-07	-0.524141	-0.630345
CDK16	chrX	47077528	47089394	47082711	47082950	0.290119	0.481123	0.393479	2.73579	0.00183743	-0.820258	-0.904748
ARAF	chrX	47420499	47431320	47420651	47422307	0.681796	1.32809	0.827918	7.82505	1.49606e-08	-0.544293	-1.64639
SYN1	chrX	47431300	47479256	47436040	47436837	-1.49926	0.00147365	0.004166	2.05871	0.00873558	-1.98713	-0.64304
SYN1	chrX	47431300	47479256	47442936	47444334	2.74935	0.026154	0.00388957	5.10226	7.90202e-06	-0.126798	-1.27884
SYN1	chrX	47431300	47479256	47444415	47444603	1.67424	0.0822617	0.0257752	2.6309	0.00233936	-0.0414434	-0.282282
SYN1	chrX	47431300	47479256	47444731	47444941	1.5816	0.0886602	0.0296224	2.14817	0.00710937	-0.0385486	-0.248442
SYN1	chrX	47431300	47479256	47445067	47445919	1.7675	0.0649108	0.0190654	2.5193	0.00302481	-0.052514	-0.370237
SPACA5#1	chrX	47863734	47869126	47867346	47867773	2.03535	0.0528613	0.0128954	6.77146	1.69255e-07	-0.915218	-0.684634
SPACA5B#1	chrX	47867170	47869126	47867346	47867773	2.03535	0.0528613	0.0128954	6.77146	1.69255e-07	-0.959752	-0.760187
ZNF630	chrX	47917567	47931025	47930509	47930633	2.97156	0.137007	0.0174668	7.83731	1.45441e-08	-0.863911	-1.35853
SSX6	chrX	47967367	47980068	47967419	47969343	-2.24905	0.000166676	0.000792324	2.2371	0.00579296	1.21032	-2.02583
SPACA5#2	chrX	47986603	47991995	47986685	47989983	2.4896	0.0248543	0.00442543	11.0075	9.82807e-12	-0.839874	-0.762004
SPACA5#2	chrX	47986603	47991995	47990215	47990642	2.0844	0.0531644	0.0125359	6.81734	1.52284e-07	-0.92396	-0.700184
SPACA5B#2	chrX	47990039	47991995	47990215	47990642	2.0844	0.0531644	0.0125359	6.81734	1.52284e-07	-0.975238	-0.777036
SSX1	chrX	48114752	48126879	48115572	48116656	-1.99694	0.000202669	0.000808962	2.12481	0.00750219	0.956245	-1.52055
SSX4B#1	chrX	48242957	48252785	48244118	48244793	-3.52412	0.000256465	0.00295049	2.72181	0.00189754	0.696551	-0.47629
SSX4#1	chrX	48242968	48252785	48244118	48244793	-3.52412	0.000256465	0.00295049	2.72181	0.00189754	0.696551	-0.47629
SSX4#2	chrX	48261524	48271344	48270308	48270745	-3.07555	0.000374877	0.00316025	2.69227	0.00203108	0.438289	-0.44911
SSX4B#2	chrX	48261524	48271355	48270308	48270745	-3.07555	0.000374877	0.00316025	2.69227	0.00203108	0.438289	-0.44911
FTSJ1	chrX	48334409	48344752	48335057	48336348	-1.16369	0.446645	1.00061	10.0053	9.87899e-11	-0.757785	-0.719271
TBC1D25	chrX	48398075	48420997	48398309	48399720	-0.783733	0.243599	0.419375	5.77179	1.69127e-06	-0.976137	-1.2111
GATA1	chrX	48644982	48652717	48651705	48652199	2.92727	0.0319689	0.00420273	5.3601	4.3642e-06	-1.52429	0.0179102
ERAS	chrX	48684923	48688279	48684960	48687490	2.08348	0.00488176	0.00115183	4.50697	3.11196e-05	0.00528696	0.0471522
CCDC120	chrX	48910961	48927510	48922196	48922566	0.682418	0.29483	0.183715	3.79812	0.000159177	-0.779074	-1.26379
WDR45	chrX	48932092	48958059	48957493	48957987	1.24289	0.0742843	0.0313869	7.67813	2.09831e-08	-0.299506	-0.43348
MAGIX	chrX	49019181	49024495	49020268	49021044	2.31856	0.027933	0.00559967	7.92137	1.19849e-08	-0.387716	0.0105348
PRICKLE3	chrX	49031151	49042853	49041347	49042708	0.86895	0.0138177	0.00756582	3.34072	0.000456331	-0.908167	-1.21412
CACNA1F	chrX	49061523	49089833	49087770	49088139	1.53384	0.415449	0.143478	10.4288	3.72572e-11	-0.791679	-0.878229
FOXP3	chrX	49106897	49121288	49108227	49109586	0.843916	0.121142	0.0674917	5.75078	1.77508e-06	-1.29805	-0.986965
PPP1R3F	chrX	49126306	49144555	49127337	49137868	0.867455	0.305888	0.167661	4.37838	4.18425e-05	-0.40409	-0.481886
GAGE8#2	chrX	49216659	49304144	49218441	49221260	-2.36273	0.000149745	0.0007702	2.24067	0.00574559	-2.64739	0.153581
GAGE8#2	chrX	49216659	49304144	49223954	49226137	-2.38921	0.000219353	0.00114912	2.14082	0.0072307	-2.19989	0.10111
GAGE8#2	chrX	49216659	49304144	49227961	49230798	-2.60538	0.000137069	0.000834138	2.78138	0.00165434	-2.75258	0.141213
GAGE8#2	chrX	49216659	49304144	49233492	49235707	-1.9983	0.000190236	0.00076005	2.14082	0.0072307	-2.36306	0.155747
GAGE8#2	chrX	49216659	49304144	49237498	49240333	-2.21191	0.000137097	0.000635153	2.75151	0.00177211	-2.8045	0.188455
GAGE2E#4	chrX	49216659	49304144	49218441	49221260	-2.36273	0.000149745	0.0007702	2.24067	0.00574559	-2.64739	0.153581
GAGE2E#4	chrX	49216659	49304144	49223954	49226137	-2.38921	0.000219353	0.00114912	2.14082	0.0072307	-2.19989	0.10111
GAGE2E#4	chrX	49216659	49304144	49227961	49230798	-2.60538	0.000137069	0.000834138	2.78138	0.00165434	-2.75258	0.141213
GAGE2E#4	chrX	49216659	49304144	49233492	49235707	-1.9983	0.000190236	0.00076005	2.14082	0.0072307	-2.36306	0.155747
GAGE2E#4	chrX	49216659	49304144	49237498	49240333	-2.21191	0.000137097	0.000635153	2.75151	0.00177211	-2.8045	0.188455
GAGE2D#2	chrX	49226138	49233481	49227961	49230798	-2.60538	0.000137069	0.000834138	2.78138	0.00165434	-2.26225	0.141213
GAGE2B	chrX	49235708	49242997	49237498	49240333	-2.30651	0.000139386	0.000689523	2.75151	0.00177211	-2.83483	0.172668
AKAP4	chrX	49955411	49965664	49955759	49956954	-2.07707	0.000160332	0.000676519	2.69227	0.00203108	1.36798	-1.43196
SHROOM4	chrX	50334643	50557044	50351185	50370613	-0.900619	0.000104354	0.000194815	2.64405	0.00226959	-3.01712	-0.68005
MAGED4#2	chrX	51927919	51935366	51930327	51930737	-0.185808	0.353892	0.402535	3.13995	0.000724512	-0.759903	-0.700344
MAGED4B#2	chrX	51927919	51935364	51930327	51930737	-0.185808	0.353892	0.402535	3.13995	0.000724512	-0.759903	-0.700344
XAGE2#1	chrX	52112153	52118826	52112358	52113149	-2.62097	0.000367413	0.00226019	2.16557	0.00683022	0.439193	-0.564039
XAGE1E#1	chrX	52238810	52243953	52239372	52240457	-2.5338	0.000367312	0.00212708	2.66664	0.00215459	-0.518535	-1.33057
XAGE1B#1	chrX	52238810	52243953	52239372	52240457	-2.5338	0.000367312	0.00212708	2.66664	0.00215459	-0.265972	-1.29002
XAGE1E#2	chrX	52255220	52260363	52258716	52259801	-2.04287	0.000367312	0.00151356	2.61891	0.00240486	0.429854	-0.795246
XAGE1B#2	chrX	52255220	52260363	52258716	52259801	-2.04287	0.000367312	0.00151356	2.61891	0.00240486	0.429854	-0.795246
XAGE2#2	chrX	52380348	52387021	52386025	52386816	-2.62097	0.000367413	0.00226019	2.16557	0.00683022	-1.5039	-0.830404
XAGE1E#3	chrX	52511761	52516904	52512323	52513408	-2.42583	0.000367312	0.0019737	2.66664	0.00215459	-0.518535	-1.39658
XAGE1B#3	chrX	52511761	52516904	52512323	52513408	-2.42583	0.000367312	0.0019737	2.66664	0.00215459	-0.265972	-1.35481
XAGE1E#4	chrX	52528160	52533303	52531656	52532741	-2.21621	0.000503647	0.00234031	2.64272	0.00227658	0.300298	-0.986416
XAGE1B#4	chrX	52528160	52533303	52531656	52532741	-2.21621	0.000503647	0.00234031	2.64272	0.00227658	0.300298	-0.986416
XAGE1E#5	chrX	52541054	52546197	52544550	52545635	-2.08038	0.000503647	0.00213001	2.54815	0.00283043	0.300298	-0.606488
XAGE1B#5	chrX	52541054	52546197	52544550	52545635	-2.08038	0.000503647	0.00213001	2.54815	0.00283043	0.300298	-0.606488
SSX8	chrX	52651985	52662998	52652249	52654027	-2.84982	0.000152777	0.00110138	2.78138	0.00165434	1.48544	-2.24657
SSX2#1	chrX	52725946	52736277	52729629	52731630	-2.86242	0.000274764	0.00199818	4.74488	1.79937e-05	0.609225	-0.247362
SSX2#1	chrX	52725946	52736277	52734293	52734730	-2.04934	0.000615405	0.00254727	2.63369	0.00232438	0.25084	0.0447375
SSX2B#1	chrX	52725946	52736276	52729629	52731630	-2.86242	0.000274764	0.00199818	4.74488	1.79937e-05	0.609225	-0.247362
SSX2B#1	chrX	52725946	52736276	52734293	52734730	-2.04934	0.000615405	0.00254727	2.63369	0.00232438	0.25084	0.0447375
SSX2#2	chrX	52780280	52790617	52784927	52786930	-2.84228	0.000250541	0.00179677	3.75118	0.000177347	-1.93078	-0.920338
SSX2B#2	chrX	52780281	52790617	52784927	52786930	-2.84228	0.000250541	0.00179677	3.75118	0.000177347	-1.93078	-0.920338
